Date,Open,High,Low,Close,Volume,Adj Close
2017-03-07,1407.140015,1407.900024,1401.869995,1403.23999,000,1403.23999
2017-03-06,1411.449951,1411.449951,1403.819946,1408.130005,000,1408.130005
2017-03-03,1412.380005,1413.969971,1408.75,1413.550049,000,1413.550049
2017-03-02,1421.800049,1421.800049,1411.869995,1412.76001,000,1412.76001
2017-03-01,1407.140015,1424.959961,1407.140015,1422.329956,000,1422.329956
2017-02-28,1407.869995,1407.869995,1400.829956,1402.829956,000,1402.829956
2017-02-27,1405.180054,1409.319946,1402.430054,1408.569946,000,1408.569946
2017-02-24,1401.709961,1405.599976,1396.550049,1405.599976,000,1405.599976
2017-02-23,1405.969971,1407.579956,1398.410034,1403.650024,000,1403.650024
2017-02-22,1405.540039,1406.26001,1402.589966,1404.550049,000,1404.550049
2017-02-21,1398.189941,1407.410034,1398.189941,1406.780029,000,1406.780029
2017-02-17,1395.069946,1398.040039,1391.189941,1398.040039,000,1398.040039
2017-02-16,1397.859985,1398.810059,1390.790039,1395.790039,000,1395.790039
2017-02-15,1390.119995,1398.599976,1389.02002,1397.430054,000,1397.430054
2017-02-14,1384.890015,1390.630005,1381.900024,1390.630005,000,1390.630005
2017-02-13,1379.599976,1387.339966,1379.599976,1385.27002,000,1385.27002
2017-02-10,1374.72998,1380.390015,1374.72998,1378.579956,000,1378.579956
2017-02-09,1364.310059,1374.859985,1364.310059,1373.25,000,1373.25
2017-02-08,1362.290039,1364.780029,1357.98999,1364.119995,000,1364.119995
2017-02-07,1364.089966,1367.75,1361.51001,1363.300049,000,1363.300049
2017-02-06,1366.77002,1366.77002,1361.380005,1363.75,000,1363.75
2017-02-03,1357.410034,1367.699951,1357.410034,1367.290039,000,1367.290039
2017-02-02,1354.920044,1358.310059,1351.00,1356.180054,000,1356.180054
2017-02-01,1357.680054,1362.319946,1351.719971,1355.530029,000,1355.530029
2017-01-31,1354.180054,1355.77002,1348.00,1355.469971,000,1355.469971
2017-01-30,1362.339966,1362.339966,1347.060059,1355.199951,000,1355.199951
2017-01-27,1367.109985,1368.140015,1362.72998,1364.48999,000,1364.48999
2017-01-26,1368.369995,1369.550049,1364.959961,1366.369995,000,1366.369995
2017-01-25,1359.680054,1368.689941,1359.680054,1367.98999,000,1367.98999
2017-01-24,1347.089966,1359.380005,1347.089966,1357.130005,000,1357.130005
2017-01-23,1349.410034,1350.380005,1341.599976,1346.589966,000,1346.589966
2017-01-20,1346.839966,1353.23999,1346.560059,1350.099976,000,1350.099976
2017-01-19,1351.150024,1352.829956,1342.349976,1345.579956,000,1345.579956
2017-01-18,1348.400024,1351.25,1345.790039,1351.189941,000,1351.189941
2017-01-17,1353.660034,1353.660034,1345.369995,1348.119995,000,1348.119995
2017-01-13,1350.900024,1356.22998,1350.900024,1353.900024,000,1353.900024
2017-01-12,1353.290039,1353.290039,1340.23999,1350.300049,000,1350.300049
2017-01-11,1350.48999,1354.040039,1345.839966,1354.040039,000,1354.040039
2017-01-10,1348.880005,1355.680054,1347.530029,1350.430054,000,1350.430054
2017-01-09,1353.579956,1353.579956,1348.73999,1348.73999,000,1348.73999
2017-01-06,1350.77002,1357.310059,1347.660034,1354.050049,000,1354.050049
2017-01-05,1352.709961,1352.97998,1345.180054,1350.310059,000,1350.310059
2017-01-04,1343.290039,1354.02002,1343.290039,1352.97998,000,1352.97998
2017-01-03,1334.439941,1346.72998,1334.439941,1342.689941,000,1342.689941
2016-12-30,1338.51001,1340.130005,1328.959961,1331.719971,000,1331.719971
2016-12-29,1337.640015,1340.699951,1334.709961,1337.689941,000,1337.689941
2016-12-28,1350.089966,1351.079956,1337.160034,1337.699951,000,1337.699951
2016-12-27,1346.72998,1352.469971,1346.72998,1349.619995,000,1349.619995
2016-12-23,1343.540039,1346.280029,1343.23999,1346.280029,000,1346.280029
2016-12-22,1347.280029,1347.280029,1341.060059,1343.77002,000,1343.77002
2016-12-21,1351.640015,1351.709961,1347.640015,1347.640015,000,1347.640015
2016-12-20,1347.030029,1352.349976,1347.030029,1351.50,000,1351.50
2016-12-19,1343.27002,1348.689941,1343.170044,1345.869995,000,1345.869995
2016-12-16,1345.819946,1348.77002,1340.420044,1342.699951,000,1342.699951
2016-12-15,1339.329956,1350.98999,1339.329956,1344.790039,000,1344.790039
2016-12-14,1350.459961,1352.829956,1336.77002,1339.329956,000,1339.329956
2016-12-13,1344.109985,1354.410034,1344.109985,1351.160034,000,1351.160034
2016-12-12,1346.449951,1349.189941,1340.959961,1343.579956,000,1343.579956
2016-12-09,1341.780029,1347.00,1341.780029,1346.949951,000,1346.949951
2016-12-08,1335.689941,1343.48999,1333.709961,1340.47998,000,1340.47998
2016-12-07,1318.910034,1335.800049,1316.810059,1335.459961,000,1335.459961
2016-12-06,1313.119995,1319.209961,1311.469971,1318.969971,000,1318.969971
2016-12-05,1305.670044,1315.140015,1305.670044,1312.959961,000,1312.959961
2016-12-02,1303.109985,1307.400024,1301.530029,1303.579956,000,1303.579956
2016-12-01,1308.680054,1311.180054,1300.660034,1303.069946,000,1303.069946
2016-11-30,1312.27002,1317.680054,1308.290039,1308.290039,000,1308.290039
2016-11-29,1310.060059,1315.51001,1308.26001,1311.73999,000,1311.73999
2016-11-28,1317.52002,1317.52002,1309.48999,1310.310059,000,1310.310059
2016-11-25,1313.47998,1318.560059,1313.47998,1318.550049,000,1318.550049
2016-11-23,1311.420044,1313.459961,1306.359985,1313.439941,000,1313.439941
